Title,Genres
Dancing Road: Color Ball Run!,Music
beatmania for WonderSwan,Music
Dandelions,Indie| RPG| Visual Novel
Flex hooks,Indie
Succubus Farm,Adventure| RPG
Freelancer Life Simulator,Adventure| Indie| Simulator
BlazBlue: Cross Tag Battle - Character Pack Vol. 5: Mai/Akihiko/Yuzuriha,
Just Cause 3: Bavarium Sea Heist Pack,Adventure
Your Adventure,Adventure| Indie
Pog 6,Indie
So Far| So High,Arcade| Platform| Shooter
Dragon Ball: Xenoverse - GT Pack 1,
The Elder Scrolls III: Morrowind - Entertainers,Adventure| RPG
Midnight Maid Night,Adventure| Puzzle
Mortal Kombat X,Fighting
Super Video Golf,Sport
Fist of Jesus,Brawler| Fighting| Indie
Astebros,Adventure
Tears to Tiara,RPG| Strategy| Tactical
Celestial Crossing,Adventure| Indie
Social Empires,Real Time Strategy
Space Impact 2,Shooter
Fist of Jesus,Brawler| Fighting| Indie
Tears to Tiara,RPG| Strategy| Tactical
Machine Hunt,Indie
Casino Inc,Simulator| Strategy
Pixel: Are You Squared?,Indie| Platform| Puzzle| Shooter| Strategy
Call of Duty: Black Ops III - Hardened Edition,Adventure| Shooter
Crazy Chicken Kart XXL,Racing
Fightback,Brawler
Road Trip: Arcade Edition,Racing
Infinite Adventures,Indie| RPG| Strategy
Tokimeki Memorial Pocket Sports Version: Koutei no Photograph,Simulator
Darksiders III: The Crucible,Adventure
Ambidangerous,Indie
MXGP 2019: The Official Motocross Videogame,Racing| Simulator| Sport
Dancing Road: Color Ball Run!,Music
3000th Duel,Adventure| Indie| Platform| RPG
Shadowrain,Indie
ExtraGalactica,Adventure| Arcade| Indie| Shooter
Divinoids,Arcade| Indie
beatmania for WonderSwan,Music
Pump it up StepF2,
Flex hooks,Indie
Succubus Farm,Adventure| RPG
Jennifer Wilde: Unlikely Revolutionaries,Adventure| Indie
Photo-Life: Rinas Journey,
Capcom Arcade Stadium: Warriors of Fate,
SCP: Daybreak,Adventure| Indie| Simulator| Strategy
Dragon Ball: Xenoverse - GT Pack 1,
DoDonPachi Dai-Ou-Jou DX,Arcade
Fog and Sea,Visual Novel
The Elder Scrolls III: Morrowind - Entertainers,Adventure| RPG
I Wish it Was Morning All the Time,Adventure| Indie| Simulator
Panzer Elite Action: Fields of Glory,Simulator
Astebros,Adventure
Nanny Mania,Arcade| Simulator| Strategy
Bomberman Max 2: Blue Advance,Puzzle
Cobi Treasure Deluxe,Puzzle
Space Impact 2,Shooter
Fist of Jesus,Brawler| Fighting| Indie
ProtoGalaxy,Indie| Puzzle| Shooter
Beastie Bay,Simulator| Strategy
Pixel: Are You Squared?,Indie| Platform| Puzzle| Shooter| Strategy
Crazy Chicken Kart XXL,Racing
Run Like Hell!,Arcade| Platform
Fightback,Brawler
Pel,
Scooby-Doo: Case File 1 - The Glowing Bug Man,Adventure
Spider-Man: The Case of the Sinister Speller,
Infinite Adventures,Indie| RPG| Strategy
Darksiders III: The Crucible,Adventure
Dream Engines: Nomad Cities,Indie| RPG| Simulator| Strategy
MXGP 2019: The Official Motocross Videogame,Racing| Simulator| Sport
3000th Duel,Adventure| Indie| Platform| RPG
ExtraGalactica,Adventure| Arcade| Indie| Shooter
Bombini,Adventure| Indie
Divinoids,Arcade| Indie
beatmania for WonderSwan,Music
Godzilla and the Martians,Platform
Bronks Skyglide Challenge,Platform
Magical Battle Arena,Fighting| Shooter
Flex hooks,Indie
Succubus Farm,Adventure| RPG
Jennifer Wilde: Unlikely Revolutionaries,Adventure| Indie
Capcom Arcade Stadium: Warriors of Fate,
Just Cause 3: Bavarium Sea Heist Pack,Adventure
Blue Sphere Plus,Puzzle
The Elder Scrolls III: Morrowind - Entertainers,Adventure| RPG
Astebros,Adventure
Panzer Elite Action: Fields of Glory,Simulator
Grifford Academy,Indie| RPG
Social Empires,Real Time Strategy
Hobo Cat Adventures,Adventure
Nanny Mania,Arcade| Simulator| Strategy
ProtoGalaxy,Indie| Puzzle| Shooter
Lost Squad,Adventure
The Fifth Day,Adventure| Indie| Shooter
Retro Atari Classics,Arcade
Iggys Egg Adventure,Adventure| Indie| Platform
Tears to Tiara,RPG| Strategy| Tactical
Blast Factor: Advanced Research,
Fish Tycoon,Simulator| Strategy
Run Like Hell!,Arcade| Platform
Fightback,Brawler
Pixeljunk Monsters Duo,Puzzle| Real Time Strategy| Strategy
Pel,
Spider-Man: The Case of the Sinister Speller,
Diorama Dungeoncrawl,Indie
Dancing Road: Color Ball Run!,Music
3000th Duel,Adventure| Indie| Platform| RPG
beatmania for WonderSwan,Music
Succubus Farm,Adventure| RPG
Jennifer Wilde: Unlikely Revolutionaries,Adventure| Indie
Simple 1500 Series Vol. 81: The Renai Adventure - Okaeri!,Adventure
Ame Koi,Visual Novel
Just Cause 3: Bavarium Sea Heist Pack,Adventure
Grow Valley,Puzzle
Family Dinner,Indie
Learn to Code RPG,Indie| RPG| Simulator| Visual Novel
Surviving the Humans,Adventure| Indie| Point-and-Click| Puzzle| Visual Novel
Plug it in and Play: TV Games - Disney Princess,
Medarot DS Kuwagata,RPG
Crying Pony,Adventure| Indie
Alien Fires: 2199 AD,RPG
Grifford Academy,Indie| RPG
The Expendables 2: The Videogame,Adventure| Shooter
Fist of Jesus,Brawler| Fighting| Indie
Social Empires,Real Time Strategy
Nanny Mania,Arcade| Simulator| Strategy
Space Impact 2,Shooter
The Fifth Day,Adventure| Indie| Shooter
Fish Tycoon,Simulator| Strategy
SculptrVR,Indie
Quick Slick Deadly,Indie| RPG
Crossed Swords,RPG
Fightback,Brawler
Return to Haunted House,Adventure
Santas Xmas Caper,
Crazy Chicken: Directors Cut 3D,Adventure| Arcade| Puzzle| Shooter
Darksiders III: The Crucible,Adventure
MXGP 2019: The Official Motocross Videogame,Racing| Simulator| Sport
3000th Duel,Adventure| Indie| Platform| RPG
Divinoids,Arcade| Indie
Guilded,Indie| Strategy
beatmania for WonderSwan,Music
Pokémon: Type Wild,Fighting
The Silence Under Your Bed,Indie| Visual Novel
Hamster,Indie| Racing
Reshaping Mars,Indie| Simulator| Strategy
Succubus Farm,Adventure| RPG
Jennifer Wilde: Unlikely Revolutionaries,Adventure| Indie
Shooty and the Catfish: Fully Reloaded,Adventure| RPG
Simple 1500 Series Vol. 81: The Renai Adventure - Okaeri!,Adventure
Neon Abyss: Alter Ego,Adventure| Indie| Platform| Shooter
Rog Citadel XV,Adventure
Family Dinner,Indie
Learn to Code RPG,Indie| RPG| Simulator| Visual Novel
Surviving the Humans,Adventure| Indie| Point-and-Click| Puzzle| Visual Novel
Trash Bomber,Indie
DoDonPachi Dai-Ou-Jou DX,Arcade
F1 Challenge 99-02,Racing| Simulator
Crying Pony,Adventure| Indie
Alien Fires: 2199 AD,RPG
Parodius,Shooter
Nanny Mania,Arcade| Simulator| Strategy
Combat Elite: WWII Paratroopers,RPG| Shooter
Cobi Treasure Deluxe,Puzzle
Kwik Snax,Puzzle
Krazy Ivan,Shooter
Beastie Bay,Simulator| Strategy
Fish Tycoon,Simulator| Strategy
Hokuto no Ken: Raou Gaiden - Ten no Haou,Fighting
Fightback,Brawler
Final Fantasy: Unlimited with U,
Space Job,Strategy
Bad Toys,Shooter
Antz,Platform
Darksiders III: The Crucible,Adventure
MXGP 2019: The Official Motocross Videogame,Racing| Simulator| Sport
3000th Duel,Adventure| Indie| Platform| RPG
Company of Heroes: Blitzkrieg Mod,Real Time Strategy| Strategy
Sables Grimoire: Man and Elf,Indie| Simulator
Divinoids,Arcade| Indie
beatmania for WonderSwan,Music
Fairy Tail: DiceMagic,
Yogurt Commercial 3,Adventure| Indie| Puzzle| Simulator
Succubus Farm,Adventure| RPG
Family Dinner,Indie
Learn to Code RPG,Indie| RPG| Simulator| Visual Novel
Magnus Imago,Adventure| Indie
Surviving the Humans,Adventure| Indie| Point-and-Click| Puzzle| Visual Novel
Poinpy,Platform
In the Days of My Life,Adventure
Resident Evil 4: Deluxe Edition,Adventure| Puzzle| Shooter
Rayman: The Dark Magicians Reign of Terror,Platform
Crying Pony,Adventure| Indie
Alien Fires: 2199 AD,RPG
Grifford Academy,Indie| RPG
Cyber Tiger,Sport
Nanny Mania,Arcade| Simulator| Strategy
Alien Fires: 2199 AD,RPG
Space Impact 2,Shooter
Kwik Snax,Puzzle
Beastie Bay,Simulator| Strategy
Valkyrius Prime,Indie
Lethal Weapon,Platform| Shooter
Zolyx,Arcade
Final Fantasy: Unlimited with U,
Santas Xmas Caper,
Bad Toys,Shooter
War Planet Online: Global Conquest,Strategy
Chronos Twins,Platform| Shooter
FreeCell,Card & Board Game
Infinite Adventures,Indie| RPG| Strategy
Darksiders III: The Crucible,Adventure
MXGP 2019: The Official Motocross Videogame,Racing| Simulator| Sport
3000th Duel,Adventure| Indie| Platform| RPG
Land of War: The Beginning,Adventure| Indie| Shooter
Divinoids,Arcade| Indie
Shinigami no Testament ~menuet of epistula~,Visual Novel
Dandelions,Indie| RPG| Visual Novel
Bronks Skyglide Challenge,Platform
Understand,Adventure| Indie| Puzzle
Funbag Fantasy 3if,Adventure| Indie
Family Dinner,Indie
Surviving the Humans,Adventure| Indie| Point-and-Click| Puzzle| Visual Novel
In the Days of My Life,Adventure
Astro,Indie
Lisa: The Purposeful,RPG
Rayman: The Dark Magicians Reign of Terror,Platform
Shrek: Fire Donkey,Platform
Crime Life Crime Wave,Visual Novel
Crying Pony,Adventure| Indie
Magic Carpet 2: The Netherworlds,Shooter
Grifford Academy,Indie| RPG
Magic Carpet 2: The Netherworlds,Shooter
Space Impact 2,Shooter
Shadows Peak,Adventure
Beastie Bay,Simulator| Strategy
Call of Duty: Black Ops III - Hardened Edition,Adventure| Shooter
Extreme Tux Racer,Racing
Aaargh! Condor,
Beetle Crazy Cup,Racing
Bad Toys,Shooter
Solar Collector,Indie| Simulator| Strategy
Dark Strokes: The Legend of the Snow Kingdom - Collectors Edition,Adventure| Indie
Infinite Adventures,Indie| RPG| Strategy
SSGN Covert Cruise Special Attack Strategy,
MXGP 2019: The Official Motocross Videogame,Racing| Simulator| Sport
Aftermoor,Indie
The Escapists 2: Wicked Ward,Indie| Simulator| Strategy
Circle,Adventure| Indie
Divinoids,Arcade| Indie
Dandelions,Indie| RPG| Visual Novel
Fairy Tail: DiceMagic,
1| 2 Blame!,RPG| Strategy
The Most Boring Game Ever,Simulator
Keep Talk Until You Dead,Adventure
The Night of Fire Stealing 2,Adventure
Rog Citadel XV,Adventure
Family Dinner,Indie
Surviving the Humans,Adventure| Indie| Point-and-Click| Puzzle| Visual Novel
In the Darkness,Adventure| Indie
In the Days of My Life,Adventure
Lisa: The Purposeful,RPG
Seiko: High! Low!,Card & Board Game
Shrek: Fire Donkey,Platform
Linkito,Indie| Puzzle| Simulator
Crime Life Crime Wave,Visual Novel
Crying Pony,Adventure| Indie
Grifford Academy,Indie| RPG
911 Operator,Indie| Simulator| Strategy
Disneys Goofys Fun House,Adventure
SnowRunner,Adventure| Arcade| Racing| Simulator
Bomberman Max: Red Challenger,RPG
Disneys The Emperors New Groove,Platform
Understand,Adventure| Indie| Puzzle
Hot Shots Tennis,Sport
Voxelgram,Indie| Puzzle| Strategy
Deep Space Waifu: Fantasy,Indie| RPG
Leos Fortune,Adventure| Indie| Platform| Puzzle
Guns of Icarus Alliance,Adventure| Indie| Shooter| Simulator
Naruto: The Broken Bond,Adventure| Fighting
Makaimura Gaiden: The Demon Darkness,Adventure| Platform| RPG
Mario and Donkey Kong: Minis on the Move,Platform| Puzzle
Segagaga,RPG| Simulator
Bone: The Great Cow Race,Adventure| Puzzle
Nostalgia,Music
Magical Diary: Secrets Sharing,
Dog Show Friends,Simulator
Kidou Keisatsu Patlabor,RPG| Strategy
Miles & Kilo,Adventure| Arcade| Indie| Platform
Holy Potatoes! A Spy Story?!,Indie| RPG| Simulator| Strategy
Space Elite Force,Adventure| Indie| Shooter| Strategy
Sanctum 2: Road to Elysion,Indie| Shooter| Strategy
Astro Rabby,
The Trolley,Indie| Point-and-Click
Hentai Girl Fantasy,Puzzle
Time Tenshi,Adventure| Indie| RPG| Simulator
Ignition,Racing| Sport
Kart Racing Pro,Racing| Simulator| Sport
Piercing Blow,
Arumana no Kiseki,Platform
Zombie Incident,Adventure| Platform
Moto Racer 3: Gold Edition,Racing
Slot Machine,Simulator
Starfox,Shooter| Simulator
The Guilt and the Shadow,Adventure| Indie
Miles & Kilo,Adventure| Arcade| Indie| Platform
Piercing Blow,
Slot Machine,Simulator
The Adventures of Tintin: The Secret of the Unicorn,Adventure| Platform
Elliot Quest,Adventure| Indie| Platform| RPG
Unearthed: Trail of Ibn Battuta,Adventure| Shooter
Bushido Bear,Arcade| Indie
Brain Age Express: Sudoku,Puzzle
Jumanji: The Mobile Game,
Rain,
Bite Me,
reProgram,
Vertiginous Golf,Indie| Sport
89 Dennou Kyuusei Uranai,Simulator
Super Lemonade Factory,Indie| Platform
Popn Music: Disney Tunes,Music
Kiwanuka,Platform| Puzzle
Holy Potatoes! A Weapon Shop?!,Indie| RPG| Simulator| Strategy
The Interview,Adventure| Indie
Football Frenzy,Sport
LEGO Chess,Card & Board Game| Strategy| Turn Based Strategy
Pinball Arcade,Arcade| Pinball| Simulator
Theme Park,Real Time Strategy| Simulator| Strategy
duplicate Trace Memory,
Papas Burgeria,Strategy
DemonSteele,Brawler| Shooter
Myth Makers Super Kart GP,Racing
Harvest Moon: Seeds of Memories,RPG| Simulator
Intake,Indie| Music| Shooter
Robot Alchemic Drive,Simulator| Strategy
Gremlins,Arcade
Lines,Indie| Puzzle| Strategy
Extreme Go-Kart Racing,Racing
Dragon Age: Inquisition - Deluxe Edition,Adventure| RPG| Tactical
Titanfall 2: Deluxe Edition,Shooter
Shrek Forever After,Adventure
Atelier Escha & Logy: Alchemists of the Dusk Sky,Adventure| RPG
Game & Watch Marios Cement Factory,
Gremlins,Arcade
Hakuoki Yuugiroku Taishitachi no Daienkai,Visual Novel
Metal Gear Solid: Integral,Adventure| Shooter
Codename: Tenka,Shooter
Hair Dash,Arcade| Indie
Goat Simulator: Waste of Space,Adventure| Indie| Simulator
The Last Night,Adventure| Indie| Platform
Enemy Mind,Indie
Europa Universalis IV: Mare Nostrum,Real Time Strategy| Simulator| Strategy
Stowaway,Adventure| Indie
Shin Seikoku: La Wares,RPG
Banner of the Maid,Indie| RPG| Strategy| Turn Based Strategy
Final Fantasy: Crystal Chronicles - My Life as a Darklord,RPG| Simulator| Strategy
Akatsuki Blitzkampf,Fighting
Steins;Gate: Linear Bounded Phenogram,Adventure| Visual Novel
Onechanbara Z2: Chaos,Brawler
Labyronia RPG,Adventure| Indie| RPG
Genso Suikogaiden Volume 2: Duel at the Crystal Valley,Adventure| Visual Novel
Rat Attack!,Puzzle
Gargoyles,Platform
Titenic,Brawler| Fighting| Platform
Contra ReBirth,Adventure| Arcade| Platform| Shooter
Super Dungeon Bros,Adventure| Indie| Platform
Criminal Case,Adventure| Point-and-Click| Puzzle
WRC 5 FIA World Rally Championship,Racing| Simulator| Sport
Phantasy Star Online Episode III: C.A.R.D. Revolution,Card & Board Game| Strategy| Tactical| Turn Based Strategy
Tom Clancys Ghost Recon 2: Summit Strike,Shooter| Simulator| Tactical
Dimahoo,Shooter
Barbie: Magic Hair Styler,Simulator
Lu Bu Maker,Indie| Simulator
Thunder Kid,Arcade| Indie| Platform| Shooter
Outbreak: Lost Hope,Adventure| Indie| RPG| Shooter
Resident Evil Revelations 2: Episode 3 - Judgment,Adventure| Shooter
Kim Possible: A Sitch in Time - Episode 3: Future,Platform
Cosmopax,Simulator
Golf Club: Wasteland,Adventure| Arcade| Indie| Music| Platform| Puzzle| Sport
Wedding Dash 2: Rings Around the World,Simulator| Strategy
Destiny Island,Indie| Simulator
Astronautilus,Indie| Shooter
Tekken 7: Ganryu,Fighting| Sport
Assault Trooper,Shooter
Zolyx,Arcade
Pencil Sharpening Simulator,Simulator
Triachnid,
Final Fantasy: Unlimited with U,
Coffee Tycoon,Simulator| Strategy
Pixeljunk Monsters Duo,Puzzle| Real Time Strategy| Strategy
Dairojo! Samurai Defenders,
Empire: Total War - Gold Edition,Real Time Strategy| Strategy
Wormax.io,Arcade
Diorama Dungeoncrawl,Indie
Woodboy,Adventure| Indie
Spellbearers,Adventure| Arcade| Indie| RPG| Shooter| Strategy
Rune Factory 5: Premium Box Limited Edition,RPG| Simulator
Blackjack Championship,Indie| Sport
The Great Plague Exodus,Simulator| Strategy
Larger Than Light,Indie| Platform| Puzzle
Runic Relay: The Trials,Indie| Platform| Racing
Doomer,Indie| Simulator
Catan,Card & Board Game
Pinball Arcade,Arcade| Simulator
SCP: Daybreak,Adventure| Indie| Simulator| Strategy
In the Darkness,Adventure| Indie
96 Mill,Adventure| Indie
Machine Hunt,Indie
Valkyrius Prime,Indie
Unhack 2,Adventure| Indie| Puzzle
Pixel: Are You Squared?,Indie| Platform| Puzzle| Shooter| Strategy
Illusion of LPhalcia,Adventure| RPG| Simulator| Strategy
The Impossible Game,Arcade| Indie| Music| Platform
Looney Tunes: Acme Arsenal,Adventure| Platform
Tiny Rogues,Adventure| Arcade| Indie| RPG| Shooter
Harry Potter and the Sorcerers Stone,Adventure
Snail Mail,
Ticket to Ride,Adventure| Card & Board Game| Indie| Strategy| Turn Based Strategy
The Quintessential Quintuplets: Five Promises Made with Her,Visual Novel
Puyo Puyo,Puzzle| Strategy
Donkey Kong Land III,Adventure| Platform
Airscape: The Fall of Gravity,Adventure| Indie| Platform
Mario Pinball Land,Adventure| Arcade| Pinball| Sport
The Sims 2: Kitchen & Bath Interior Design Stuff,Adventure| RPG| Simulator
Heroes of Might and Magic IV: Winds of War,RPG| Strategy| Tactical| Turn Based Strategy
Schizm: Mysterious Journey,Adventure| Puzzle
Anomaly Zone,Indie| RPG
The Fairly OddParents: Clash With the Anti-World,Adventure| Platform
Famicom Tantei Club: Kieta Koukeisha - Kouhen,Visual Novel
Robot Unicorn Attack 2,Arcade| Platform| Racing
Style Savvy,Simulator
Shining Resonance Refrain,Adventure| RPG
Korix,Adventure| Real Time Strategy| Strategy
Medarot 3 Parts Collection: Z Kara no Chousenjou,RPG
Jungle Legend,Adventure
Hindsight 20/20,Adventure| Indie| RPG
Cooking Simulator VR,Indie| Simulator
Riddle School 5,Adventure| Indie| Point-and-Click| Puzzle
Genpei Ryouran Emaki: Gikei,Visual Novel
Aery: Vikings,Arcade| Indie| Simulator
3-D Voice Chess,Strategy
Bloodline Champions: Warrior Pack,MOBA
Lucifers Realm,Adventure
Wild Animals - Animated Jigsaws,Simulator
Waxworks,Adventure
Hudson Best Collection Vol. 2: Lode Runner Collection,Strategy
High School DxD: New Fight,RPG
eXceed 2nd: Vampire REX,Arcade| Indie| Shooter
The Quintessential Quintuplets: Five Promises Made with Her,Visual Novel
Military Madness: Nectaris,Strategy
Lucifers Realm,Adventure
Dark Throne,Adventure| Indie| RPG
Light Bringer,Fighting
Butasan,Arcade
Mad Muzzles,Indie| Strategy
Bishoujo Senshi Sailor Moon Super S: Shin Shuyaku Soudatsusen,
Hudson Best Collection Vol. 2: Lode Runner Collection,Strategy
Lets Tap: Tap Runner,Music| Racing
High School DxD: New Fight,RPG
Dezaemon Plus,Shooter
Who Wants To Be A Millionaire: UK Edition,Quiz/Trivia
Do You Remember My Lullaby ?,Adventure| Indie
Pocket MuuMuu,
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,Brawler
Bubble Trouble,Arcade
Chop,Arcade| Fighting| Indie
Musaic Box,Indie| Music| Puzzle
Lost,Adventure| Indie
Sumikko Gurashi: Atsumare! Sumikko Town,Simulator
ACA Neo Geo: Thrash Rally,Arcade| Racing
Jungle Legend,Adventure
Hindsight 20/20,Adventure| Indie| RPG
Train Taxi,Puzzle
Billy Masters Was Right,Adventure| Point-and-Click
Romance Detective 2,Visual Novel
Wild Journey,Adventure| Indie
FeralHeart,RPG| Simulator
Genpei Ryouran Emaki: Gikei,Visual Novel
Albert Wilde: Quantum P.I.,Adventure| Indie| Point-and-Click| Visual Novel
Indiana Jones and the Infernal Machine,
Amillusion,Adventure
Miss Neko 3,Puzzle
Dota,Platform| Shooter
MULE Returns,Indie| Simulator| Strategy
Musaic Box,Indie| Music| Puzzle
Military Madness: Nectaris,Strategy
Hammer & Sickle,Strategy
Bloodline Champions: Warrior Pack,MOBA
Neko-Nin ExHeart,Adventure| Indie| Simulator| Visual Novel
Gods Death,Indie| RPG
Split Bullet,Indie| Shooter
Solar Division,Indie| Simulator| Strategy
Hunter X Hunter: Ishi o Tsugomono,RPG
Jikkyo J.League Perfect Striker,Sport
Dezaemon Plus,Shooter
Nickelodeon: 4 Games on One Game Pak,Platform
Angelique Tenkuu no Requiem,Visual Novel
Bubble Trouble,Arcade
Harvest,
Texas Cheat Em,Card & Board Game
The Enchanted World,Puzzle
Super Tetris,Puzzle
Witch of the Woods,Indie| Strategy
Skyward,Indie
Spooky Station,Adventure| Indie| Platform| Puzzle| RPG
Batman,Brawler
Football on the Magnavox Odyssey,
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Visual Novel
Crypto Mining Simulator,Indie| Simulator
LittleBigPlanet PS Vita: Marvel Arcade Pack,
Wanted!,Adventure| Shooter
Missing,Indie| Strategy
Gigapocalypse,Arcade| Brawler| Indie| Shooter
Bomberman: Panic Bomber,Puzzle
Genpei Ryouran Emaki: Gikei,Visual Novel
Albert Wilde: Quantum P.I.,Adventure| Indie| Point-and-Click| Visual Novel
Amillusion,Adventure
My Dystopian Robot Girlfriend,Simulator
Dota,Platform| Shooter
Furry Femboys,
2400 A.D.,RPG
eXceed 2nd: Vampire REX,Arcade| Indie| Shooter
Karate,Fighting| Sport
Alien Zombie Death,Shooter
Military Madness: Nectaris,Strategy
Bloodline Champions: Warrior Pack,MOBA
Final Quest II,Indie| RPG
Split Bullet,Indie| Shooter
Cave Coaster,Indie
Solar Division,Indie| Simulator| Strategy
Rube Works,Puzzle
Stealth ATF,Simulator
Hard West: Collectors Edition,Adventure| Indie| RPG| Strategy| Tactical| Turn Based Strategy
Ultima X: Odyssey,RPG
Dezaemon Plus,Shooter
Livly Garden,Simulator
Clifford the Big Red Dog: Thinking Adventures,Adventure
Echo: Secrets of the Lost Cavern,Adventure
Fallout 76: Power Armor Edition,
Witch of the Woods,Indie| Strategy
Shadow of the Tomb Raider: The Price of Survival,Adventure| Shooter
Jungle Legend,Adventure
Batman,Brawler
Billy Masters Was Right,Adventure| Point-and-Click
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Visual Novel
LittleBigPlanet PS Vita: Marvel Arcade Pack,
Wanted!,Adventure| Shooter
Setsugekka,Visual Novel
LEGO Dimensions: The Goonies Level Pack,Adventure| Puzzle
Genpei Ryouran Emaki: Gikei,Visual Novel
Uncharted Waters 3,RPG| Strategy
Albert Wilde: Quantum P.I.,Adventure| Indie| Point-and-Click| Visual Novel
MR 333,
Anno 1800: Season 4 Pass,Simulator| Strategy
SenS,Adventure| Indie
Amillusion,Adventure
Alien Zombie Death,Shooter
Military Madness: Nectaris,Strategy
Conspiracy: Weapons of Mass Destruction,Shooter
Zenith,Adventure| Indie| RPG
Gaben Kingdom,Indie
Among the Innocent: A Stricken Tale,Adventure| Indie| Puzzle
Final Quest II,Indie| RPG
Solar Division,Indie| Simulator| Strategy
Stealth ATF,Simulator
Ultima X: Odyssey,RPG
Pachi Para 17: New Sea Story With Agnes Lum,Simulator
Dezaemon Plus,Shooter
Honoo no Ryourijin: Cooking Fighter Hao,RPG
Clifford the Big Red Dog: Thinking Adventures,Adventure
Oik 3,Indie
Titeuf : Mission Nadia,
Fear Effect: Inferno,
Magical Fable: The Princess of Light,Adventure| Indie| RPG
Fallout 76: Power Armor Edition,
Legend of Homebody,Indie| Simulator| Strategy
Jungle Legend,Adventure
Skyworld: Kingdom Brawl,Arcade| Indie| Strategy
Batman,Brawler
Dashing Fire,Indie
Cu-On-Pa BS Ban,Puzzle
Billy Masters Was Right,Adventure| Point-and-Click
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Visual Novel
Donkey Kong,Arcade
LittleBigPlanet PS Vita: Marvel Arcade Pack,
Karakai Jouzu no Takagi-san VR 1-gakki,Simulator
6 AM at The Chum Bucket,Adventure| Arcade
MR 333,
Quake: Rubicon Rumble Pack,Shooter
Amillusion,Adventure
Underworld Debt Roulette,Visual Novel
Spider-Man,Platform
Rocket League Sideswipe,Racing| Sport
Arena Wars 2,Real Time Strategy| Strategy
Nancy Drew Dossier: Lights| Camera| Curses!,Adventure
Military Madness: Nectaris,Strategy
Heart. Papers. Border.,Indie| Simulator| Strategy
Dark Throne,Adventure| Indie| RPG
Final Quest II,Indie| RPG
Solar Division,Indie| Simulator| Strategy
Power Tennis,Sport
Stealth ATF,Simulator
Guns and Spurs,Shooter
Dezaemon Plus,Shooter
Submarine,Arcade
Clifford the Big Red Dog: Thinking Adventures,Adventure
Oik 3,Indie
Double Turn,Fighting| Indie| Sport
Bubble Trouble,Arcade
Tamagotchi Classic: Original,Simulator
Hello Cats!,Puzzle
Batman,Brawler
Cu-On-Pa BS Ban,Puzzle
Billy Masters Was Right,Adventure| Point-and-Click
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Visual Novel
Moorhuhn Quest,Shooter
Plague Inc: The Cure,Indie| Simulator| Strategy
G.I. Joe,Arcade| Shooter
6 AM at The Chum Bucket,Adventure| Arcade
ARC Raiders,Shooter
MR 333,
Nomad Survival,Indie
Triga,Indie| Strategy
SenS,Adventure| Indie
My Dystopian Robot Girlfriend,Simulator
Mushoku Tensei: Isekai Ittara Honki Dasu - Quest of Memories,RPG
eXceed 2nd: Vampire REX,Arcade| Indie| Shooter
Tux| of Math Command,
Magical Hat no Buttobi Turbo! Daibouken,Platform
eXceed 2nd: Vampire REX,Arcade| Indie| Shooter
The Rats,Strategy
Karate,Fighting| Sport
God of Blades,
Final Quest II,Indie| RPG
Juuouki,Brawler
Power Tennis,Sport
Stealth ATF,Simulator
Adventures of the Cat Leopold,Adventure
South Park: Save Kenny,
Dezaemon Plus,Shooter
Clifford the Big Red Dog: Thinking Adventures,Adventure
Double Turn,Fighting| Indie| Sport
Bubble Trouble,Arcade
Tamagotchi Classic: Original,Simulator
OkunoKa,Adventure| Platform
Rhythm Girl,Indie
Play Boy,
Magical Fable: The Princess of Light,Adventure| Indie| RPG
Hello Cats!,Puzzle
Jungle Legend,Adventure
Cu-On-Pa BS Ban,Puzzle
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Visual Novel
Love Live! School Idol Festival: After School Activity - Wai-Wai! Home Meeting!!,Music
Super Clown Adventures,Adventure| Arcade| Indie| Platform
Moorhuhn Quest,Shooter
Astro Aqua Kitty,Arcade| Indie| RPG| Shooter
Red Book: Discordia Tales,Adventure| Puzzle
Danganronpa V3: Killing Harmony - Anniversary Edition,Adventure| Point-and-Click| Visual Novel
MR 333,
Parkasaurus: Sea Monsters,Adventure| Simulator| Strategy
Triga,Indie| Strategy
SenS,Adventure| Indie
Aliens: Fireteam Elite - Pathogen,RPG| Shooter
The Diary,Visual Novel
eXceed 2nd: Vampire REX,Arcade| Indie| Shooter
The Rats,Strategy
FX Football,Simulator| Sport| Strategy
Nancy Drew Dossier: Lights| Camera| Curses!,Adventure
Military Madness: Nectaris,Strategy
Dark Throne,Adventure| Indie| RPG
Final Quest II,Indie| RPG
Son Son,Arcade| Platform
Robo Wrestle 2001,Sport
Neo XYX,Shooter
Stealth ATF,Simulator
Dart Rage,Sport
Meawja,Adventure| Indie
Superorbit.io,Shooter
Soreyuke!! Kid: Go! Go! Kid,Platform| Puzzle
Dezaemon Plus,Shooter
Toy Bot Diaries,Platform
Clifford the Big Red Dog: Thinking Adventures,Adventure
Bubble Trouble,Arcade
